time,full_law_boundary_fraction,full_law_transfer_efficiency,full_law_edge_bulk_ratio,full_law_coherence,principal_branch_boundary_fraction,principal_branch_transfer_efficiency,principal_branch_edge_bulk_ratio,principal_branch_coherence,no_topology_feedback_boundary_fraction,no_topology_feedback_transfer_efficiency,no_topology_feedback_edge_bulk_ratio,no_topology_feedback_coherence,fixed_ruler_boundary_fraction,fixed_ruler_transfer_efficiency,fixed_ruler_edge_bulk_ratio,fixed_ruler_coherence
0.32999999999999996,0.4893541387509654,4.670731773623772,1.0690008109794262,1.0,0.4943375958239347,4.747169726258151,1.0976304858176198,1.0,0.4502452546559682,4.339829023190679,0.9003222633793073,1.0,0.48941192480453366,4.674572129892001,1.0694040260964734,1.0
0.36,0.49511016142022657,4.582842818522912,1.112028522775256,0.9999999999999998,0.5017173392433835,4.707386388098511,1.1489935712868298,1.0,0.4523235679869488,4.226180069645251,0.923017359213567,0.9999999999999998,0.49520443199266434,4.5896359297929195,1.1126043419452558,0.9999999999999998
0.39,0.5049752050108444,4.553504707589071,1.1687133601055553,0.9999999999999999,0.5131474773798358,4.739697446087836,1.2148129650955495,0.9999999999999999,0.4584978074285493,4.163680658573913,0.9560858859453848,0.9999999999999999,0.5051046107847135,4.5639713923594165,1.169458375426095,0.9999999999999999
0.42,0.5173977443169381,4.572956788519307,1.2312058823629168,0.9999999999999998,0.5270500030188427,4.835734839521448,1.2870310981621003,0.9999999999999999,0.46724898560465794,4.1426759355737115,0.9927210709879709,0.9999999999999998,0.5175568654477651,4.587759687769674,1.232095447012583,0.9999999999999998
0.44999999999999996,0.530389922957973,4.6242569543689385,1.2903913862128926,1.0,0.5414183026635974,4.979323037398894,1.3559818622982431,1.0000000000000002,0.47661958383858055,4.1479693983835055,1.0255059227348227,1.0,0.5305698154798183,4.64393221047508,1.2913698112866037,1.0
0.48,0.5420656295427942,4.686001115847538,1.3376578643438874,1.0,0.5543448316182005,5.148259261331934,1.41218016305237,1.0,0.4847301762385001,4.16137834577904,1.0478587238121921,1.0,0.542253770247031,4.710871063147117,1.3386299543635483,1.0
0.51,0.5509811808371218,4.735411474096766,1.3664800526052685,0.9999999999999999,0.5643536630115392,5.316685833465933,1.448039393576802,1.0,0.4901173879019604,4.164412527395032,1.0552020341863309,0.9999999999999999,0.551160897724271,4.76550523565064,1.3673076345222812,0.9999999999999999
0.54,0.5562493255347046,4.751693549525006,1.3734939815397678,1.0000000000000002,0.5705085031553291,5.458229038774569,1.4591617892150428,0.9999999999999999,0.4918626889381173,4.140957368556603,1.0456320846586087,1.0000000000000002,0.5563987665944333,4.7867050495574475,1.3739976987288471,1.0000000000000002
0.57,0.5575126892026923,4.719316385268952,1.3589226511694923,0.9999999999999999,0.5723823569379338,5.549779597632298,1.4450004010408835,1.0,0.4895858062760018,4.079668715272082,1.0200375501926462,0.9999999999999999,0.557603142999232,4.758614618486444,1.3588860817929604,0.9999999999999999
0.6,0.5548799712370157,4.630638872107602,1.3264090982965988,0.9999999999999999,0.5699936465953168,5.575377806457682,1.40887908236213,1.0,0.48339487673711057,3.975663374695591,0.9817714858944182,0.9999999999999999,0.5548733245460228,4.6733230434488675,1.3255817473601064,0.9999999999999999
0.63,0.5488910278865669,4.487256941999546,1.2824231920407867,0.9999999999999998,0.5637781902703725,5.52933929531115,1.3574838478456217,1.0,0.4738536046673305,3.8311257842074653,0.9360477455117205,0.9999999999999998,0.5487365278511922,4.532234196949492,1.2805207093747324,0.9999999999999998
0.6599999999999999,0.5405276530301523,4.299645543798545,1.235410960636304,0.9999999999999999,0.5546183107762799,5.417688679267732,1.300786696685142,0.9999999999999999,0.4619802415577214,3.6546491531218543,0.8892105342414538,0.9999999999999999,0.5401589174624958,4.345709611406741,1.2321120452030128,0.9999999999999999
0.69,0.531239083999055,4.085073062553391,1.1947900082387557,0.9999999999999998,0.5440566638947064,5.259054808280687,1.2524213719495745,1.0,0.4492489710448023,3.459423676743294,0.8479563749587481,0.9999999999999998,0.5305731707448947,4.130971773204265,1.189727592465935,0.9999999999999998
0.72,0.5229054753252675,3.8642328768707523,1.1698278467003977,1.0,0.5346430062306962,5.084628484929916,1.222292515412401,1.0,0.4375255866678524,3.260669686344656,0.8185286898802443,1.0,0.5218460822339271,3.9087166431539817,1.1625691266546225,1.0
0.75,0.5176357385834628,3.6573931075279953,1.1684351495389549,1.0,0.528579772888347,4.919766223468539,1.218969849599512,1.0,0.4288532981230843,3.072895941782307,0.8059038347495002,1.0,0.5160814393791389,3.6992298564450508,1.1584465083758686,1.0
